Date,Open,High,Low,Close,Adj Close,Volume
2010-07-19,107.050003,107.629997,106.220001,107.290001,86.999931,186709000
2010-07-20,105.870003,108.559998,105.820000,108.480003,87.964905,258162400
2010-07-21,109.040001,109.070000,106.629997,107.070000,86.821518,264527000
2010-07-22,108.339996,109.940002,108.330002,109.459999,88.759552,274781300
2010-07-23,109.239998,110.570000,108.930000,110.410004,89.529900,222020800
2010-07-26,110.599998,111.669998,110.290001,111.559998,90.462418,184445700
2010-07-27,112.169998,112.290001,111.110001,111.550003,90.454300,204855600
2010-07-28,111.320000,111.660004,110.459999,110.830002,89.870468,163056200
2010-07-29,111.519997,111.820000,109.410004,110.290001,89.432587,220149100
2010-07-30,109.169998,110.860001,108.980003,110.269997,89.416374,220070600
2010-08-02,111.989998,112.940002,111.540001,112.760002,91.435463,188263200
2010-08-03,112.480003,112.769997,111.849998,112.220001,90.997597,146657300
2010-08-04,112.529999,113.110001,112.160004,112.970001,91.605774,158171700
2010-08-05,112.250000,112.910004,112.080002,112.849998,91.508461,140473800
2010-08-06,111.739998,112.570000,110.919998,112.389999,91.135422,239728300
2010-08-09,112.919998,113.180000,112.320000,112.989998,91.621971,120800400
2010-08-10,112.029999,112.980003,111.370003,112.379997,91.127342,242916300
2010-08-11,110.650002,110.690002,109.120003,109.300003,88.629822,273406900
2010-08-12,107.650002,109.019997,107.599998,108.629997,88.086510,239542600
2010-08-13,108.290001,108.959999,108.180000,108.309998,87.827026,158698500
2010-08-16,107.570000,108.610001,107.180000,108.260002,87.786484,147895300
2010-08-17,109.190002,110.389999,108.879997,109.589996,88.864952,172270300
2010-08-18,109.540001,110.379997,108.910004,109.790001,89.027153,182922100
2010-08-19,109.220001,109.489998,107.430000,107.879997,87.478333,265847600
2010-08-20,107.559998,107.940002,106.750000,107.529999,87.194534,209714200
2010-08-23,108.040001,108.570000,107.070000,107.120003,86.862076,163490300
2010-08-24,105.949997,106.389999,104.970001,105.529999,85.572762,280677800
2010-08-25,104.949997,106.339996,104.290001,105.940002,85.905235,272234800
2010-08-26,106.440002,106.580002,104.879997,105.230003,85.329514,224439500
2010-08-27,105.889999,106.970001,104.309998,106.860001,86.651260,272649000
2010-08-30,106.580002,106.910004,105.300003,105.309998,85.394386,167238600
2010-08-31,104.919998,105.980003,104.489998,105.309998,85.394386,273933100
2010-09-01,106.730003,108.610001,106.660004,108.459999,87.948669,256828100
2010-09-02,108.720001,109.489998,108.489998,109.470001,88.767677,156112200
2010-09-03,110.540001,110.989998,109.949997,110.889999,89.919128,212197300
2010-09-07,110.370003,110.510002,109.550003,109.639999,88.905525,141973700
2010-09-08,109.860001,110.849998,109.809998,110.410004,89.529900,149924400
2010-09-09,111.650002,111.680000,110.620003,110.919998,89.943451,147017900
2010-09-10,111.120003,111.610001,110.870003,111.480003,90.397552,127819000
2010-09-13,112.580002,112.949997,112.129997,112.720001,91.403030,178503500
2010-09-14,112.500000,113.290001,112.080002,112.650002,91.346291,209823600
2010-09-15,112.320000,113.209999,111.980003,113.080002,91.694977,168608400
2010-09-16,112.730003,113.120003,112.349998,113.050003,91.670616,199962900
2010-09-17,113.040001,113.150002,112.180000,112.489998,91.704849,195836900
2010-09-20,112.879997,114.459999,112.519997,114.209999,93.107048,214555200
2010-09-21,114.300003,114.839996,113.510002,113.980003,92.919586,268389100
2010-09-22,113.800003,114.440002,113.099998,113.419998,92.463058,191322400
2010-09-23,112.489998,113.669998,112.180000,112.500000,91.713043,202354300
2010-09-24,113.750000,114.900002,113.650002,114.820000,93.604347,209671800
2010-09-27,114.860001,114.989998,114.160004,114.269997,93.155968,128761800
2010-09-28,114.419998,115.040001,113.180000,114.669998,93.482086,209207500
2010-09-29,114.379997,114.910004,114.019997,114.470001,93.319031,179665800
2010-09-30,115.050003,115.790001,113.589996,114.129997,93.041824,287106700
2010-10-01,114.989998,115.120003,113.930000,114.610001,93.433144,174638700
2010-10-04,114.370003,114.849998,113.180000,113.750000,92.732063,166153200
2010-10-05,114.800003,116.320000,114.669998,116.040001,94.598930,229634100
2010-10-06,116.019997,116.330002,115.559998,116.029999,94.590782,148626600
2010-10-07,116.500000,116.529999,115.190002,115.889999,94.476654,164860000
2010-10-08,116.050003,116.860001,115.610001,116.540001,95.006554,177760100
2010-10-11,116.720001,116.970001,116.250000,116.650002,95.096222,103098300
2010-10-12,116.269997,117.349998,115.650002,117.010002,95.389687,182210000
2010-10-13,117.660004,118.550003,117.379997,117.919998,96.131546,194347200
2010-10-14,117.809998,118.010002,116.720001,117.459999,95.756538,217764300
2010-10-15,118.279999,118.349998,116.760002,117.699997,95.952187,243705000
2010-10-18,117.739998,118.669998,117.309998,118.279999,96.425026,141204800
2010-10-19,117.190002,117.849998,116.019997,116.730003,95.161446,280604700
2010-10-20,116.940002,118.440002,116.870003,117.870003,96.090775,200051800
2010-10-21,118.400002,119.089996,117.209999,118.129997,96.302742,221585500
2010-10-22,118.309998,118.529999,118.000000,118.349998,96.482109,108212400
2010-10-25,119.139999,119.760002,118.610001,118.699997,96.767441,151145700
2010-10-26,118.099998,118.839996,117.870003,118.720001,96.783722,158982900
2010-10-27,117.889999,118.510002,117.260002,118.379997,96.506523,190024000
2010-10-28,119.059998,119.110001,117.830002,118.400002,96.522858,168576000
2010-10-29,118.279999,118.720001,118.070000,118.489998,96.596222,144305500
2010-11-01,119.070000,119.750000,117.849998,118.529999,96.628845,174074800
2010-11-02,119.419998,119.750000,119.099998,119.470001,97.395142,158345900
2010-11-03,119.680000,120.019997,118.449997,119.949997,97.786453,226702800
2010-11-04,121.279999,122.320000,119.970001,122.260002,99.669647,215039400
2010-11-05,122.339996,122.919998,122.180000,122.720001,100.044640,180654100
2010-11-08,122.339996,122.690002,121.940002,122.489998,99.857147,156107100
2010-11-09,122.820000,122.949997,121.120003,121.610001,99.139740,186621600
2010-11-10,121.580002,122.160004,120.660004,122.099998,99.539207,221387400
2010-11-11,121.050003,121.820000,120.680000,121.639999,99.164177,158017600
2010-11-12,120.820000,121.349998,119.650002,120.199997,97.990265,239068800
2010-11-15,120.580002,121.050003,119.980003,120.029999,97.851669,163940800
2010-11-16,119.290001,119.489998,117.589996,118.160004,96.327217,299566200
2010-11-17,118.209999,118.709999,117.860001,118.220001,96.376122,172308900
2010-11-18,119.360001,120.389999,119.349998,119.959999,97.794609,197723700
2010-11-19,119.900002,120.339996,119.250000,120.290001,98.063637,156852900
2010-11-22,119.690002,120.239998,118.769997,120.190002,97.982117,181361000
2010-11-23,118.769997,119.019997,117.989998,118.449997,96.563637,222309000
2010-11-24,119.199997,120.230003,119.180000,120.199997,97.990265,140046100
2010-11-26,119.160004,119.809998,118.800003,118.800003,96.848946,76007800
2010-11-29,118.500000,119.480003,117.739998,119.160004,97.142456,223642300
2010-11-30,117.980003,119.169998,117.809998,118.489998,96.596222,233930700
2010-12-01,120.199997,121.239998,120.190002,121.010002,98.650627,221037200
2010-12-02,121.199997,122.650002,121.129997,122.559998,99.914200,191213600
2010-12-03,122.139999,123.029999,122.110001,122.889999,100.183258,151288900
2010-12-06,122.629997,123.040001,122.500000,122.760002,100.077240,103050500
2010-12-07,123.940002,124.010002,122.760002,122.830002,100.134323,206581000
2010-12-08,122.980003,123.379997,122.410004,123.279999,100.501160,138019200
2010-12-09,123.970001,124.019997,123.150002,123.760002,100.892471,123705100
2010-12-10,124.139999,124.599998,123.730003,124.480003,101.479439,117571700
2010-12-13,125.050003,125.199997,124.519997,124.559998,101.544662,133812700
2010-12-14,124.750000,125.230003,124.290001,124.669998,101.634346,147249600
2010-12-15,124.440002,124.930000,123.889999,124.099998,101.169662,160823100
2010-12-16,124.180000,124.910004,123.750000,124.820000,101.756638,185035200
2010-12-17,124.080002,124.459999,123.820000,124.300003,101.865593,141075300
2010-12-20,124.639999,124.900002,123.980003,124.599998,102.111427,119085500
2010-12-21,124.989998,125.470001,124.870003,125.389999,102.758873,94965500
2010-12-22,125.480003,125.820000,125.410004,125.779999,103.078506,78878100
2010-12-23,125.639999,125.779999,125.290001,125.599998,102.930984,70053700
2010-12-27,125.129997,125.769997,125.040001,125.650002,102.971970,58126000
2010-12-28,125.900002,125.949997,125.500000,125.830002,103.119484,55309100
2010-12-29,125.980003,126.199997,125.900002,125.919998,103.193222,58033100
2010-12-30,125.800003,126.129997,125.529999,125.720001,103.029327,76616900
2010-12-31,125.529999,125.870003,125.330002,125.750000,103.053917,91218900
2011-01-03,126.709999,127.599998,125.699997,127.050003,104.119293,138725200
2011-01-04,127.330002,127.370003,126.190002,126.980003,104.061905,137409700
2011-01-05,126.580002,127.720001,126.459999,127.639999,104.602806,133975300
2011-01-06,127.690002,127.830002,127.010002,127.389999,104.397934,122519000
2011-01-07,127.559998,127.769997,126.150002,127.139999,104.193031,156034600
2011-01-10,126.580002,127.160004,126.199997,126.980003,104.061905,122401700
2011-01-11,127.440002,127.739998,126.949997,127.430000,104.430672,110287000
2011-01-12,128.210007,128.720001,127.459999,128.580002,105.373146,107929200
2011-01-13,128.630005,128.690002,128.050003,128.369995,105.201004,129048400
2011-01-14,128.190002,129.330002,128.100006,129.300003,105.963181,117677900
2011-01-18,129.179993,129.639999,129.029999,129.520004,106.143471,114401300
2011-01-19,129.410004,129.539993,127.910004,128.250000,105.102692,151958400
2011-01-20,127.959999,128.399994,127.129997,128.080002,104.963356,175745700
2011-01-21,128.880005,129.169998,128.229996,128.369995,105.201004,151462900
2011-01-24,128.289993,129.250000,128.259995,129.100006,105.799286,113715500
2011-01-25,128.759995,129.279999,128.110001,129.169998,105.856659,167552200
2011-01-26,129.490005,130.050003,129.229996,129.669998,106.266396,141281500
2011-01-27,129.699997,130.210007,129.470001,129.990005,106.528664,123302700
2011-01-28,130.139999,130.350006,127.510002,127.720001,104.668335,295637300
2011-01-31,128.070007,128.779999,127.750000,128.679993,105.455078,149249200
2011-02-01,129.460007,130.970001,129.380005,130.740005,107.143250,167194300
2011-02-02,130.399994,130.839996,130.330002,130.490005,106.938423,118323600
2011-02-03,130.259995,130.979996,129.570007,130.779999,107.176071,145886700
2011-02-04,130.830002,131.199997,130.229996,131.149994,107.479279,134634800
2011-02-07,131.440002,132.399994,131.429993,131.970001,108.151276,112439100
2011-02-08,132.089996,132.639999,131.729996,132.570007,108.643021,99072800
2011-02-09,132.210007,132.630005,131.610001,132.270004,108.397141,146436700
2011-02-10,131.600006,132.470001,131.300003,132.320007,108.438133,162708500
2011-02-11,131.800003,133.279999,131.770004,133.110001,109.085548,137710300
2011-02-14,133.029999,133.539993,132.880005,133.429993,109.347778,101690700
2011-02-15,133.020004,133.220001,132.320007,133.009995,109.003571,119575400
2011-02-16,133.460007,134.009995,133.190002,133.850006,109.691963,130183500
2011-02-17,133.460007,134.429993,133.339996,134.250000,110.019791,109810500
2011-02-18,134.369995,134.690002,134.059998,134.529999,110.249237,130002400
2011-02-22,133.119995,134.559998,131.470001,131.830002,108.036552,233116400
2011-02-23,131.750000,132.070007,130.210007,131.020004,107.372757,227584000
2011-02-24,130.880005,131.440002,129.699997,130.929993,107.298996,260431400
2011-02-25,131.479996,132.410004,131.399994,132.330002,108.446304,141686900
2011-02-28,132.820007,133.320007,132.380005,133.149994,109.118317,141585500
2011-03-01,133.570007,133.690002,130.889999,130.929993,107.298996,258565500
2011-03-02,130.750000,131.820007,130.350006,131.210007,107.528442,200277400
2011-03-03,132.399994,133.619995,132.389999,133.470001,109.380539,176480100
2011-03-04,133.369995,133.630005,131.600006,132.470001,108.561020,277202300
2011-03-07,132.860001,133.160004,130.740005,131.429993,107.708778,216790400
2011-03-08,131.639999,133.000000,131.070007,132.580002,108.651199,174615000
2011-03-09,132.320007,132.800003,131.600006,132.389999,108.495468,153806000
2011-03-10,131.000000,131.179993,129.809998,129.940002,106.487656,301291800
2011-03-11,129.520004,131.309998,129.490005,130.839996,107.225212,225621800
2011-03-14,129.990005,130.479996,129.059998,130.050003,106.577843,234974100
2011-03-15,126.589996,129.330002,126.500000,128.559998,105.356743,359585400
2011-03-16,128.149994,128.570007,125.279999,126.180000,103.406288,468670300
2011-03-17,128.000000,128.389999,127.099998,127.849998,104.774887,254303700
2011-03-18,128.839996,128.880005,127.510002,127.760002,105.155952,230435400
2011-03-21,129.350006,130.009995,129.199997,129.740005,106.785683,153992600
2011-03-22,129.720001,129.889999,129.169998,129.289993,106.415268,129538600
2011-03-23,128.929993,130.000000,128.320007,129.660004,106.719810,148603100
2011-03-24,130.399994,131.089996,129.669998,130.899994,107.740425,159129800
2011-03-25,131.240005,131.869995,130.889999,131.300003,108.069656,155642800
2011-03-28,131.580002,131.919998,130.940002,130.979996,107.806274,109762400
2011-03-29,130.869995,131.899994,130.440002,131.860001,108.530579,129798800
2011-03-30,132.550003,133.160004,132.360001,132.770004,109.279579,135835000
2011-03-31,132.600006,132.960007,132.449997,132.589996,109.131416,132537100
2011-04-01,133.410004,133.770004,132.830002,133.149994,109.592346,153850100
2011-04-04,133.429993,133.669998,132.880005,133.259995,109.682877,100768900
2011-04-05,133.000000,133.830002,132.940002,133.240005,109.666428,120791500
2011-04-06,133.880005,134.000000,133.119995,133.660004,110.012108,120411600
2011-04-07,133.419998,133.979996,132.660004,133.320007,109.732262,170731500
2011-04-08,133.910004,133.990005,132.309998,132.860001,109.353638,147945400
2011-04-11,133.000000,133.449997,132.139999,132.460007,109.024422,121385400
2011-04-12,131.720001,131.979996,130.990005,131.470001,108.209579,161187400
2011-04-13,132.080002,132.179993,130.960007,131.460007,108.201340,162059000
2011-04-14,130.699997,131.759995,130.270004,131.559998,108.283669,161220400
2011-04-15,131.800003,132.369995,131.410004,132.039993,108.678726,170006700
2011-04-18,130.589996,132.029999,129.509995,130.559998,107.460579,210759300
2011-04-19,130.759995,131.350006,130.440002,131.309998,108.077911,124258800
2011-04-20,132.880005,133.389999,132.789993,133.100006,109.551193,156133800
2011-04-21,133.789993,133.839996,133.100006,133.779999,110.110893,135935400
2011-04-25,133.679993,133.860001,133.199997,133.639999,109.995636,65757100
2011-04-26,134.050003,135.059998,133.910004,134.789993,110.942177,146600000
2011-04-27,135.050003,135.869995,134.500000,135.669998,111.666496,143031000
2011-04-28,135.429993,136.289993,135.410004,136.110001,112.028618,124791100
2011-04-29,136.160004,136.570007,135.979996,136.429993,112.292023,115094100
2011-05-02,137.070007,137.179993,135.949997,136.220001,112.119186,126278700
2011-05-03,135.960007,136.190002,135.039993,135.729996,111.715874,138375000
2011-05-04,135.669998,135.729996,134.229996,134.830002,110.975082,182678500
2011-05-05,134.080002,134.949997,133.020004,133.610001,109.970993,226900000
2011-05-06,134.940002,135.630005,133.679993,134.199997,110.456589,222787200
2011-05-09,134.190002,135.110001,133.979996,134.720001,110.884590,114104500
2011-05-10,135.169998,136.110001,135.000000,135.869995,111.831100,114806900
2011-05-11,135.669998,135.690002,133.820007,134.440002,110.654106,193564200
2011-05-12,134.080002,135.360001,133.389999,135.080002,111.180885,171550700
2011-05-13,135.149994,135.339996,133.559998,134.039993,110.324905,157444900
2011-05-16,133.559998,134.610001,132.970001,133.190002,109.625275,141675400
2011-05-17,132.690002,133.350006,132.119995,133.169998,109.608810,192686200
2011-05-18,133.240005,134.500000,132.949997,134.360001,110.588249,135217900
2011-05-19,134.800003,135.029999,133.940002,134.679993,110.851654,119489500
2011-05-20,134.330002,134.679993,133.360001,133.610001,109.970993,182594900
2011-05-23,131.979996,132.720001,131.589996,132.059998,108.695175,168700000
2011-05-24,132.440002,132.729996,131.699997,131.949997,108.604645,147199600
2011-05-25,131.419998,132.940002,131.380005,132.389999,108.966797,151050100
2011-05-26,132.029999,133.240005,131.779999,133.000000,109.468895,164850000
2011-05-27,133.369995,133.869995,132.960007,133.509995,109.888634,120921900
2011-05-31,134.770004,134.919998,133.839996,134.899994,111.032715,164731200
